record_id,date,shift,operator_id,operator_name,worker_status,vendor,equipment_type,equipment_id,production_unit,job_type,condition,condition_factor,shift_hours,break_hours,downtime_minutes,downtime_reason,productive_hours,longest_nonstop_hours,baseline_per_hour,target_production,actual_production,target_boxes,actual_boxes,achievement_percentage,utilization_percentage,validation_status,foreman_status,supervisor_status,final_status,safety_alert,data_quality_flag
TRX-0000090,2026-01-03,Shift 1,OPR-021,Operator 021,Outsourcing,Vendor B,Head Truck,HT-06,move,Discharge,Normal,1.0,8,0.54,26.9,Yard congestion,7.01,3.48,10.0,63.1,62,63.1,62,98.2,87.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000091,2026-01-03,Shift 1,OPR-015,Operator 015,Outsourcing,Vendor A,Forklift,FL-03,box,Loading,Normal,1.0,8,0.8,37.1,Weather,6.58,2.6,10.0,59.2,63,59.2,63,106.4,82.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000092,2026-01-03,Shift 1,OPR-010,Operator 010,Outsourcing,Vendor C,RTGC,RTG-02,box,Discharge,Normal,1.0,8,0.85,14.6,Operator change,6.91,2.72,20.0,124.3,85,124.3,85,68.4,86.3,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000093,2026-01-03,Shift 2,OPR-027,Operator 027,Outsourcing,Vendor C,RTGC,RTG-01,box,Loading,Normal,1.0,8,0.84,27.1,Waiting job,6.71,2.8,20.0,120.7,126,120.7,126,104.4,83.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000094,2026-01-03,Shift 2,OPR-001,Operator 001,Outsourcing,Vendor B,Head Truck,HT-13,move,Discharge,Normal,1.0,8,0.93,24.3,System interruption,6.67,3.54,10.0,60.0,42,60.0,42,70.0,83.3,REVIEW,Approved,Pending,PENDING,SAFE,produksi_bawah_target
TRX-0000095,2026-01-03,Shift 2,OPR-004,Operator 004,Outsourcing,Vendor A,Head Truck,HT-10,move,Loading,Normal,1.0,8,0.9,35.4,Operator change,6.51,3.3,10.0,58.6,55,58.6,55,93.8,81.4,PASS,Approved,Returned,PENDING,SAFE,OK
TRX-0000096,2026-01-03,Shift 2,OPR-009,Operator 009,Outsourcing,Vendor B,Forklift,FL-01,box,Loading,Kepadatan sedang,0.9,8,0.77,100.2,Weather,5.56,3.07,10.0,45.1,46,45.1,46,102.1,69.5,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,utilisasi_rendah
TRX-0000097,2026-01-03,Shift 2,OPR-007,Operator 007,Outsourcing,Vendor B,Quay Crane,QC-02,box,Discharge,Normal,1.0,8,0.68,47.5,Yard congestion,6.53,3.79,28.0,164.5,113,164.5,113,68.7,81.6,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000098,2026-01-03,Shift 2,OPR-018,Operator 018,Outsourcing,Vendor A,RTGC,RTG-09,box,Loading,Normal,1.0,8,0.51,8.3,Tidak ada,7.35,3.79,20.0,132.3,152,132.3,152,114.9,91.9,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000099,2026-01-03,Shift 2,OPR-016,Operator 016,Outsourcing,Vendor C,Reach Stacker,RS-04,box,Discharge,Kepadatan sedang,0.9,8,0.76,22.5,System interruption,6.87,2.85,14.0,77.9,69,77.9,69,88.6,85.8,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000100,2026-01-03,Shift 2,OPR-008,Operator 008,Outsourcing,Vendor B,Forklift,FL-03,box,Loading,Kepadatan sedang,0.9,8,0.65,114.2,Tidak ada,6.51,5.14,10.0,52.7,56,52.7,56,106.2,81.4,REVIEW,Approved,Approved,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000101,2026-01-03,Shift 2,OPR-003,Operator 003,Outsourcing,Vendor A,Reach Stacker,RS-02,box,Loading,Normal,1.0,8,0.86,4.7,Tidak ada,7.07,2.85,14.0,89.0,94,89.0,94,105.6,88.3,PASS,Approved,Pending,PENDING,SAFE,OK
TRX-0000102,2026-01-03,Shift 2,OPR-030,Operator 030,Outsourcing,Vendor A,Head Truck,HT-01,move,Loading,Kepadatan tinggi,0.8,8,0.92,14.8,Equipment breakdown,6.83,4.75,10.0,49.2,57,49.2,57,115.9,85.4,REVIEW,Pending,Waiting Foreman,PENDING,HARD ALERT,produksi_di_atas_batas|nonstop_lebih_4_jam
TRX-0000103,2026-01-03,Shift 2,OPR-029,Operator 029,Outsourcing,Vendor A,Head Truck,HT-15,move,Discharge,Kepadatan sedang,0.9,8,1.02,18.8,Equipment breakdown,6.67,2.62,10.0,54.0,51,54.0,51,94.4,83.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000104,2026-01-03,Shift 3,OPR-009,Operator 009,Outsourcing,Vendor B,Forklift,FL-04,box,Loading,Kepadatan sedang,0.9,8,0.74,20.6,Operator change,6.92,3.01,10.0,56.1,48,56.1,48,85.6,86.5,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000105,2026-01-03,Shift 3,OPR-017,Operator 017,Outsourcing,Vendor C,Quay Crane,QC-06,box,Discharge,Normal,1.0,8,0.9,23.9,Waiting job,6.7,3.06,28.0,168.8,162,168.8,162,96.0,83.7,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
TRX-0000106,2026-01-03,Shift 3,OPR-008,Operator 008,Outsourcing,Vendor B,RTGC,RTG-10,box,Loading,Kepadatan tinggi,0.8,8,0.54,5.9,Tidak ada,7.36,2.53,20.0,106.0,95,106.0,95,89.6,92.0,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000107,2026-01-03,Shift 3,OPR-025,Operator 025,Tetap,Vendor C,Head Truck,HT-13,move,Discharge,Normal,1.0,8,0.7,6.2,Tidak ada,7.2,2.12,10.0,64.8,60,64.8,60,92.6,90.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000108,2026-01-03,Shift 3,OPR-022,Operator 022,Outsourcing,Vendor C,Head Truck,HT-09,move,Discharge,Normal,1.0,8,0.81,5.0,Tidak ada,7.1,4.42,10.0,63.9,67,63.9,67,104.8,88.8,REVIEW,Returned,Waiting Foreman,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000109,2026-01-03,Shift 3,OPR-023,Operator 023,Outsourcing,Vendor A,Reach Stacker,RS-05,box,Loading,Normal,1.0,8,0.73,60.8,System interruption,6.26,4.0,14.0,78.8,83,78.8,83,105.3,78.2,REVIEW,Approved,Approved,PENDING,SAFE,utilisasi_rendah
TRX-0000110,2026-01-03,Shift 3,OPR-030,Operator 030,Outsourcing,Vendor A,Head Truck,HT-12,move,Loading,Normal,1.0,8,0.55,13.1,Waiting job,7.23,2.61,10.0,65.1,62,65.1,62,95.3,90.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000111,2026-01-03,Shift 3,OPR-014,Operator 014,Outsourcing,Vendor B,Quay Crane,QC-03,box,Discharge,Normal,1.0,8,0.68,17.4,Waiting job,7.03,1.76,28.0,177.2,160,177.2,160,90.3,87.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000112,2026-01-03,Shift 3,OPR-020,Operator 020,Outsourcing,Vendor A,RTGC,RTG-04,box,Discharge,Kepadatan sedang,0.9,8,0.81,37.5,Weather,6.56,3.31,20.0,106.3,112,106.3,112,105.3,82.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000113,2026-01-03,Shift 3,OPR-021,Operator 021,Outsourcing,Vendor B,Forklift,FL-05,box,Discharge,Normal,1.0,8,0.76,26.8,Operator change,6.79,3.85,10.0,61.1,64,61.1,64,104.7,84.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000114,2026-01-03,Shift 3,OPR-003,Operator 003,Outsourcing,Vendor A,RTGC,RTG-12,box,Loading,Normal,1.0,8,0.91,21.7,Yard congestion,6.73,3.53,20.0,121.2,120,121.2,120,99.0,84.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000115,2026-01-03,Shift 3,OPR-016,Operator 016,Outsourcing,Vendor C,Head Truck,HT-05,move,Discharge,Normal,1.0,8,0.66,37.3,System interruption,6.72,3.05,10.0,60.5,58,60.5,58,95.9,84.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000116,2026-01-03,Shift 3,OPR-013,Operator 013,Outsourcing,Vendor A,RTGC,RTG-01,box,Discharge,Normal,1.0,8,0.62,34.4,Weather,6.8,2.79,20.0,122.4,136,122.4,136,111.1,85.0,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000117,2026-01-03,Shift 3,OPR-024,Operator 024,Tetap,Vendor B,Quay Crane,QC-07,box,Discharge,Normal,1.0,8,0.66,48.8,Tidak ada,6.27,1.89,28.0,158.1,124,158.1,124,78.4,78.4,REVIEW,Approved,Approved,PENDING,SAFE,downtime_tanpa_alasan
TRX-0000118,2026-01-03,Shift 3,OPR-006,Operator 006,Tetap,Vendor C,Quay Crane,QC-08,box,Loading,Normal,1.0,8,0.75,79.5,Weather,5.93,1.83,28.0,149.4,145,149.4,145,97.1,74.1,REVIEW,Approved,Returned,PENDING,SAFE,utilisasi_rendah
TRX-0000119,2026-01-03,Shift 3,OPR-012,Operator 012,Tetap,Vendor B,Forklift,FL-03,box,Discharge,Kepadatan tinggi,0.8,8,0.58,7.8,Tidak ada,7.29,3.41,10.0,52.5,45,52.5,45,85.7,91.2,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000120,2026-01-04,Shift 1,OPR-007,Operator 007,Outsourcing,Vendor B,RTGC,RTG-12,box,Discharge,Normal,1.0,8,0.33,15.0,System interruption,7.42,3.31,20.0,133.5,127,133.5,127,95.1,92.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000121,2026-01-04,Shift 1,OPR-006,Operator 006,Tetap,Vendor C,Reach Stacker,RS-01,box,Discharge,Normal,1.0,8,0.93,9.8,Tidak ada,6.91,3.53,14.0,87.0,78,87.0,78,89.6,86.3,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000122,2026-01-04,Shift 1,OPR-027,Operator 027,Outsourcing,Vendor C,Forklift,FL-01,box,Discharge,Normal,1.0,8,0.86,2.1,Tidak ada,7.1,4.0,10.0,63.9,65,63.9,65,101.7,88.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000123,2026-01-04,Shift 1,OPR-020,Operator 020,Outsourcing,Vendor A,Head Truck,HT-02,move,Discharge,Kepadatan sedang,0.9,8,0.63,29.0,Operator change,6.89,3.18,10.0,55.8,52,55.8,52,93.2,86.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000124,2026-01-04,Shift 1,OPR-011,Operator 011,Tetap,Vendor A,Forklift,FL-02,box,Discharge,Normal,1.0,8,0.83,5.2,Tidak ada,7.08,2.79,10.0,63.7,81,63.7,81,127.1,88.5,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000125,2026-01-04,Shift 1,OPR-001,Operator 001,Outsourcing,Vendor B,Forklift,FL-06,box,Discharge,Normal,1.0,8,0.71,14.6,Waiting job,7.05,3.21,10.0,63.4,67,63.4,67,105.7,88.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000126,2026-01-04,Shift 1,OPR-004,Operator 004,Outsourcing,Vendor A,Reach Stacker,RS-04,box,Discharge,Kepadatan sedang,0.9,8,0.52,66.6,Tidak ada,6.83,3.31,14.0,77.5,77,77.5,77,99.4,85.4,REVIEW,Approved,Returned,PENDING,SAFE,downtime_tanpa_alasan
TRX-0000127,2026-01-04,Shift 1,OPR-003,Operator 003,Outsourcing,Vendor A,Head Truck,HT-07,move,Discharge,Kepadatan sedang,0.9,8,0.32,15.4,System interruption,7.42,2.4,10.0,60.1,61,60.1,61,101.5,92.8,PASS,Approved,Pending,PENDING,SAFE,OK
TRX-0000128,2026-01-04,Shift 1,OPR-030,Operator 030,Outsourcing,Vendor A,RTGC,RTG-03,box,Discharge,Normal,1.0,8,0.67,29.7,Operator change,6.84,3.32,20.0,123.0,128,123.0,128,104.0,85.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000129,2026-01-04,Shift 1,OPR-005,Operator 005,Outsourcing,Vendor C,Quay Crane,QC-03,box,Discharge,Normal,1.0,8,0.68,11.9,System interruption,7.13,3.28,28.0,179.6,188,179.6,188,104.7,89.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000130,2026-01-04,Shift 1,OPR-025,Operator 025,Tetap,Vendor C,Reach Stacker,RS-02,box,Discharge,Pembatasan alat,0.75,8,0.96,8.9,Tidak ada,6.9,2.88,14.0,65.2,70,65.2,70,107.4,86.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000131,2026-01-04,Shift 1,OPR-012,Operator 012,Tetap,Vendor B,Quay Crane,QC-02,box,Discharge,Kepadatan sedang,0.9,8,0.61,38.6,Waiting job,6.74,2.49,28.0,152.9,161,152.9,161,105.3,84.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000132,2026-01-04,Shift 1,OPR-017,Operator 017,Outsourcing,Vendor C,Quay Crane,QC-08,box,Loading,Normal,1.0,8,0.68,47.1,System interruption,6.53,2.92,28.0,164.6,204,164.6,204,124.0,81.6,REVIEW,Approved,Returned,PENDING,SAFE,produksi_di_atas_batas
TRX-0000133,2026-01-04,Shift 1,OPR-013,Operator 013,Outsourcing,Vendor A,RTGC,RTG-08,box,Loading,Kepadatan tinggi,0.8,8,0.66,15.3,Yard congestion,7.08,2.94,20.0,102.0,99,102.0,99,97.1,88.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000134,2026-01-04,Shift 1,OPR-002,Operator 002,Outsourcing,Vendor B,Head Truck,HT-04,move,Discharge,Kepadatan sedang,0.9,8,0.89,10.2,Yard congestion,6.93,2.29,10.0,56.2,60,56.2,60,106.8,86.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000135,2026-01-04,Shift 2,OPR-020,Operator 020,Outsourcing,Vendor A,Head Truck,HT-18,move,Discharge,Normal,1.0,8,0.75,17.8,Waiting job,6.96,3.25,10.0,62.6,61,62.6,61,97.4,86.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000136,2026-01-04,Shift 2,OPR-010,Operator 010,Outsourcing,Vendor C,Head Truck,HT-12,move,Discharge,Kepadatan sedang,0.9,8,0.63,40.1,Weather,6.7,2.99,10.0,54.3,55,54.3,55,101.3,83.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000137,2026-01-04,Shift 2,OPR-018,Operator 018,Outsourcing,Vendor A,RTGC,RTG-05,box,Loading,Normal,1.0,8,0.8,6.2,Tidak ada,7.1,3.73,20.0,127.8,123,127.8,123,96.3,88.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000138,2026-01-04,Shift 2,OPR-030,Operator 030,Outsourcing,Vendor A,Forklift,FL-06,box,Loading,Normal,1.0,8,0.74,79.3,Yard congestion,5.94,1.9,10.0,53.4,55,53.4,55,103.0,74.2,REVIEW,Approved,Approved,PENDING,SAFE,utilisasi_rendah
TRX-0000139,2026-01-04,Shift 2,OPR-022,Operator 022,Outsourcing,Vendor C,Quay Crane,QC-08,box,Loading,Normal,1.0,8,0.7,17.4,Operator change,7.01,4.82,28.0,176.6,191,176.6,191,108.2,87.6,REVIEW,Approved,Approved,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000140,2026-01-04,Shift 2,OPR-008,Operator 008,Outsourcing,Vendor B,Forklift,FL-02,box,Loading,Normal,1.0,8,0.58,79.8,System interruption,6.1,3.83,10.0,54.9,48,54.9,48,87.5,76.2,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000141,2026-01-04,Shift 2,OPR-004,Operator 004,Outsourcing,Vendor A,Head Truck,HT-11,move,Discharge,Normal,1.0,8,0.73,54.9,Waiting job,6.35,3.22,10.0,57.2,54,57.2,54,94.5,79.4,REVIEW,Approved,Approved,PENDING,SAFE,utilisasi_rendah
TRX-0000142,2026-01-04,Shift 2,OPR-009,Operator 009,Outsourcing,Vendor B,RTGC,RTG-12,box,Discharge,Normal,1.0,8,0.54,11.3,Operator change,7.27,4.4,20.0,130.8,138,130.8,138,105.5,90.8,REVIEW,Approved,Approved,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000143,2026-01-04,Shift 2,OPR-015,Operator 015,Outsourcing,Vendor A,Head Truck,HT-04,move,Discharge,Normal,1.0,8,0.65,6.1,Tidak ada,7.24,2.88,10.0,65.2,58,65.2,58,89.0,90.5,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000144,2026-01-04,Shift 2,OPR-027,Operator 027,Outsourcing,Vendor C,Head Truck,HT-05,move,Discharge,Normal,1.0,8,0.53,5.4,Tidak ada,7.38,4.41,10.0,66.4,56,66.4,56,84.3,92.2,REVIEW,Approved,Approved,PENDING,HARD ALERT,produksi_bawah_target|nonstop_lebih_4_jam
TRX-0000145,2026-01-04,Shift 2,OPR-003,Operator 003,Outsourcing,Vendor A,Head Truck,HT-09,move,Loading,Normal,1.0,8,0.51,0.7,Tidak ada,7.48,2.22,10.0,67.3,65,67.3,65,96.5,93.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000146,2026-01-04,Shift 2,OPR-005,Operator 005,Outsourcing,Vendor C,Reach Stacker,RS-04,box,Loading,Penghentian resmi,0.0,8,0.82,284.3,Equipment breakdown,2.44,3.7,14.0,0.0,0,0.0,0,0.0,30.6,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000147,2026-01-04,Shift 2,OPR-016,Operator 016,Outsourcing,Vendor C,RTGC,RTG-03,box,Discharge,Normal,1.0,8,0.78,16.9,Equipment breakdown,6.94,3.04,20.0,124.9,123,124.9,123,98.5,86.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000148,2026-01-04,Shift 2,OPR-029,Operator 029,Outsourcing,Vendor A,Forklift,FL-05,box,Loading,Kepadatan tinggi,0.8,8,0.8,71.1,Tidak ada,7.04,3.11,10.0,50.7,53,50.7,53,104.6,88.0,REVIEW,Approved,Approved,PENDING,SAFE,downtime_tanpa_alasan
TRX-0000149,2026-01-04,Shift 2,OPR-017,Operator 017,Outsourcing,Vendor C,Forklift,FL-03,box,Loading,Normal,1.0,8,0.91,5.7,Tidak ada,6.99,3.6,10.0,62.9,63,62.9,63,100.1,87.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000150,2026-01-04,Shift 2,OPR-024,Operator 024,Tetap,Vendor B,RTGC,RTG-04,box,Discharge,Kepadatan tinggi,0.8,8,0.72,4.0,Tidak ada,7.21,2.18,20.0,103.9,101,103.9,101,97.2,90.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000151,2026-01-04,Shift 3,OPR-023,Operator 023,Outsourcing,Vendor A,Head Truck,HT-15,move,Discharge,Kepadatan sedang,0.9,8,0.67,51.9,Yard congestion,6.46,3.21,10.0,52.3,51,52.3,51,97.5,80.8,PASS,Approved,Pending,PENDING,SAFE,OK
TRX-0000152,2026-01-04,Shift 3,OPR-004,Operator 004,Outsourcing,Vendor A,Quay Crane,QC-03,box,Discharge,Penghentian resmi,0.0,8,0.58,417.6,System interruption,0.46,3.16,28.0,0.0,0,0.0,0,0.0,5.7,REVIEW,Approved,Returned,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000153,2026-01-04,Shift 3,OPR-018,Operator 018,Outsourcing,Vendor A,Head Truck,HT-14,move,Loading,Kepadatan tinggi,0.8,8,0.82,16.8,Yard congestion,6.9,2.85,10.0,49.7,51,49.7,51,102.6,86.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000154,2026-01-04,Shift 3,OPR-014,Operator 014,Outsourcing,Vendor B,Quay Crane,QC-02,box,Discharge,Normal,1.0,8,0.65,33.9,Yard congestion,6.78,2.71,28.0,170.9,119,170.9,119,69.6,84.8,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000155,2026-01-04,Shift 3,OPR-010,Operator 010,Outsourcing,Vendor C,Quay Crane,QC-05,box,Loading,Kepadatan sedang,0.9,8,0.78,5.5,Tidak ada,7.13,3.11,28.0,161.8,186,161.8,186,115.0,89.2,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000156,2026-01-04,Shift 3,OPR-017,Operator 017,Outsourcing,Vendor C,RTGC,RTG-04,box,Discharge,Kepadatan sedang,0.9,8,0.4,24.9,Weather,7.18,2.91,20.0,116.4,118,116.4,118,101.4,89.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000157,2026-01-04,Shift 3,OPR-002,Operator 002,Outsourcing,Vendor B,Head Truck,HT-10,move,Loading,Normal,1.0,8,0.6,22.8,System interruption,7.02,3.58,10.0,63.2,66,63.2,66,104.4,87.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000158,2026-01-04,Shift 3,OPR-007,Operator 007,Outsourcing,Vendor B,RTGC,RTG-03,box,Discharge,Normal,1.0,8,0.76,8.0,Tidak ada,7.1,2.98,20.0,127.8,128,127.8,128,100.1,88.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000159,2026-01-04,Shift 3,OPR-026,Operator 026,Tetap,Vendor B,Quay Crane,QC-04,box,Discharge,Normal,1.0,8,0.89,4.6,Tidak ada,7.04,3.81,28.0,177.3,179,177.3,179,101.0,87.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000160,2026-01-04,Shift 3,OPR-012,Operator 012,Tetap,Vendor B,Reach Stacker,RS-03,box,Loading,Kepadatan tinggi,0.8,8,0.66,26.5,Weather,6.89,2.64,14.0,69.5,66,69.5,66,95.0,86.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000161,2026-01-04,Shift 3,OPR-022,Operator 022,Outsourcing,Vendor C,Forklift,FL-06,box,Discharge,Kepadatan sedang,0.9,8,1.09,7.2,Tidak ada,6.79,2.42,10.0,55.0,52,55.0,52,94.6,84.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000162,2026-01-04,Shift 3,OPR-005,Operator 005,Outsourcing,Vendor C,RTGC,RTG-11,box,Loading,Normal,1.0,8,0.88,8.3,Tidak ada,6.99,3.04,20.0,125.8,123,125.8,123,97.8,87.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000163,2026-01-04,Shift 3,OPR-008,Operator 008,Outsourcing,Vendor B,Head Truck,HT-11,move,Loading,Pembatasan alat,0.75,8,0.55,128.3,Tidak ada,7.05,1.66,10.0,47.6,50,47.6,50,105.1,88.1,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,downtime_tanpa_alasan
TRX-0000164,2026-01-04,Shift 3,OPR-016,Operator 016,Outsourcing,Vendor C,Head Truck,HT-09,move,Loading,Normal,1.0,8,0.92,3.3,Tidak ada,7.03,4.75,10.0,63.3,56,63.3,56,88.5,87.8,REVIEW,Pending,Waiting Foreman,PENDING,HARD ALERT,produksi_bawah_target|nonstop_lebih_4_jam
TRX-0000165,2026-01-04,Shift 3,OPR-011,Operator 011,Tetap,Vendor A,Forklift,FL-02,box,Discharge,Kepadatan sedang,0.9,8,0.7,15.3,Yard congestion,7.04,3.24,10.0,57.1,55,57.1,55,96.4,88.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000166,2026-01-05,Shift 1,OPR-023,Operator 023,Outsourcing,Vendor A,Head Truck,HT-01,move,Discharge,Normal,1.0,8,0.76,1.7,Tidak ada,7.22,3.37,10.0,72.2,73,72.2,73,101.2,90.2,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
TRX-0000167,2026-01-05,Shift 1,OPR-029,Operator 029,Outsourcing,Vendor A,Head Truck,HT-02,move,Discharge,Normal,1.0,8,0.71,50.3,Yard congestion,6.45,5.58,10.0,64.5,68,64.5,68,105.4,80.6,REVIEW,Pending,Waiting Foreman,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000168,2026-01-05,Shift 1,OPR-015,Operator 015,Outsourcing,Vendor A,Quay Crane,QC-08,box,Loading,Kepadatan sedang,0.9,8,0.76,6.5,Tidak ada,7.13,2.86,28.0,179.8,181,179.8,181,100.7,89.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000169,2026-01-05,Shift 1,OPR-013,Operator 013,Outsourcing,Vendor A,RTGC,RTG-10,box,Loading,Normal,1.0,8,0.88,3.9,Tidak ada,7.05,2.79,20.0,141.1,141,141.1,141,99.9,88.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000170,2026-01-05,Shift 1,OPR-008,Operator 008,Outsourcing,Vendor B,RTGC,RTG-06,box,Discharge,Kepadatan sedang,0.9,8,0.71,34.7,System interruption,6.72,3.22,20.0,120.9,119,120.9,119,98.4,84.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000171,2026-01-05,Shift 1,OPR-010,Operator 010,Outsourcing,Vendor C,Head Truck,HT-16,move,Loading,Normal,1.0,8,0.9,26.0,Operator change,6.66,3.13,10.0,66.6,70,66.6,70,105.1,83.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000172,2026-01-05,Shift 1,OPR-020,Operator 020,Outsourcing,Vendor A,Quay Crane,QC-02,box,Loading,Normal,1.0,8,0.59,2.2,Tidak ada,7.37,3.4,28.0,206.4,227,206.4,227,110.0,92.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000173,2026-01-05,Shift 1,OPR-009,Operator 009,Outsourcing,Vendor B,Head Truck,HT-08,move,Loading,Normal,1.0,8,0.79,6.9,Tidak ada,7.09,2.57,10.0,70.9,74,70.9,74,104.3,88.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000174,2026-01-05,Shift 1,OPR-027,Operator 027,Outsourcing,Vendor C,Quay Crane,QC-03,box,Discharge,Normal,1.0,8,0.66,3.6,Tidak ada,7.28,3.59,28.0,203.8,188,203.8,188,92.3,91.0,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000175,2026-01-05,Shift 1,OPR-025,Operator 025,Tetap,Vendor C,Reach Stacker,RS-02,box,Loading,Pembatasan alat,0.75,8,0.58,21.1,Equipment breakdown,7.07,3.28,14.0,74.3,77,74.3,77,103.7,88.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000176,2026-01-05,Shift 1,OPR-030,Operator 030,Outsourcing,Vendor A,Head Truck,HT-11,move,Discharge,Normal,1.0,8,0.66,44.2,System interruption,6.6,1.94,10.0,66.0,61,66.0,61,92.4,82.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000177,2026-01-05,Shift 2,OPR-002,Operator 002,Outsourcing,Vendor B,Head Truck,HT-17,move,Discharge,Kepadatan sedang,0.9,8,0.88,36.2,Operator change,6.52,2.26,10.0,58.6,55,58.6,55,93.8,81.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000178,2026-01-05,Shift 2,OPR-001,Operator 001,Outsourcing,Vendor B,Reach Stacker,RS-05,box,Discharge,Normal,1.0,8,0.63,5.3,Tidak ada,7.28,2.01,14.0,101.9,87,101.9,87,85.3,91.0,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000179,2026-01-05,Shift 2,OPR-021,Operator 021,Outsourcing,Vendor B,Head Truck,HT-18,move,Loading,Normal,1.0,8,1.05,21.5,Yard congestion,6.59,2.44,10.0,65.9,63,65.9,63,95.6,82.4,PASS,Approved,Pending,PENDING,SAFE,OK
